answer,source
"Many people, especially teenagers, are dying because of the use of cell phones while driving. The question is, should people be allowed to use cell phones in any capacity while operating a vehicle.

I believe people should not be able to use cell phones while driving.

People get distracted very quickly when they are on the phone. Many accidents are caused because people try to read or respond to text messages while driving. Even when using a hands free device such as a Bluetooth, talking on the phone is still very distracting and causes the driver to pay less attention to other cars.

According to the National Safety Council (NSC), ""Everyday 9 people are killed and more than 1000 people were injured in crashes involving distracted drivers"" (National Safety Council, 2019). In the same article, the National Safety Council said that ""drivers looking out the windshield can miss seeing up to 50% of what's around them when talking on a cell phone"" (National Safety Council,2019).

The NSC also reminds people in the article that your mind can only process one task at a time, so you cannot talk on the phone and read a book at the same time (National Safety Council, 2019).

This is why even if you are using a hands free device to talk on the phone, the conversation is still occupying your mind while you are supposed to be focused on driving.

Most states have fines for being caught texting while driving. If you are texting while driving and kills someone, you could be charged with vehicular homicide or manslaughter. If found guilty of these charges, you could spend a lot of time in jail. I think this is a really good law because even though it doesn't stop everyone from texting while driving, it does stop some people who know this is a law and they could go to jail for breaking it.

In conclusion people shouldn't be able to use cellphones in any capacity while operating a vehicle. Many people have lost loved ones and their own lives because of driving while being on their cellphones. Driving while texting and killing someone will put you in prison for a very long time. Distracted driving, like just talking on the phone, causes many accidents. No conversation is that important. Just wait until you are not driving.

Works cited

""Hand-Free Is Not Risk-Free"",National Safety Council,National Safety Council,2019, https:///www. nsc. org/road-safety/tools-resources/infographics/hands-free-is-not-risk-free, 8/30/2019",1
"Despite laws against it nearly 90% of Americans still use their phones while driving. This being said phones should not and are not supposed to be used while driving. Smart phones have made it simple to stay connected at all times, but behind the wheel should not be one of those times. According to DMV.org texting and driving is the leading cause of death in teens. When you decide to do anything on your phone while driving you are putting more value on what you are doing instead of the lives around you. The act of being on a phone while driving is not only illegal, but also poses a distraction and puts you and others in danger.

At least 9 people are killed every day because of a distracted driver (DMV.org). When you are using you phone well driving it incorporates all 3 types of driving distractions. One being visual: takes your eyes off the road. Sometimes you can look at more than one thing at a time, but the road and phone are not included. Trying to send a text while driving is like trying to read a book and walk. The next type of distraction is manual: taking your hands off the wheel. Typing calls for two hands most of the time and driving calls for two hand, so unfortunately we only have two to give and I promise driving is the better option. The last type of distraction is cognitive: takes your focus away from driving. Most people have taken their eyes off the road to look at a cow or something of that nature and realized something bad almost happened and that is just a split second. Now imagine doing this at 55mph taking your eyes off to read a text, and reading takes a bit more concentration than just looking at a cow.

In addition to texting and driving being a distraction it is also illegal. A large number of U.S. states have passed law corresponding to this danger. Penalties for breaking these laws include: fines, license suspension, raise in auto insurance, and prison time. Do you really what to have on your chest the thought of you killing a father, mother, son, daughter just because you could wait to send a text? If you think about it the penalties are given to people who actually commit crimes. Do you want to do in the same category as a rapist? All of this because you couldn't put your phone up to get from point A to point B.

These penalties are the same as ones you get for a DUI. Thus meaning when you text and drive you are just as dangerous as an intoxicated driver. Driving with a BAC of just 0.01% increases your chances of causing a car crash by 46%, according to a 2014 study. If you'd never drive drunk why would you ever text and drive. Also According to the NHTSA texting and driving is six times more dangerous than drunk driving. Texting and driving is just as bad as drinking 2 beers. If you see how bad drunk driving accidents are why would you want to put yourself and others in the same situation just for a text?

In a word being distracted while driving is among the top most dangerous things you can do on the road. This is a bad habit to have but habits can be broken. Working on it now can save you and others from a world of pain and suffering later. There is no point in paying fines and jail time or even possibly killing somebody or yourself for a text. So next time you think about picking up a phone think again and put it down.",1
"Too many people during these present days stay on the phone while driving. People should not be able to use cellphones while driving. Over 1.6 million crashes yearly happen according to The National Safety Council. More than 220 million people in the US have a wireless service and just about 80 percent use phones while driving. Did you know you can be charged with multiple charges and a fee of 150 dollars and you lose a point to your driving record.

To me phones should not be used on the roads unless it is for an emergency. I have personally had an experience when my mom was texting and driving which led us almost getting into a car accident. Results from using phones while driving can lead to death, PTSD, depression if you get into a car accident. Using a phone while driving increases the risk of their lives. Also the drivers are more distracted making it hard to focus on the road which is leading to crashing. When stopped at a red light people feel as if it is safe little do they know it is just as risky because a car can come smashing into you and you wouldn't see it. Also you can make people mad because the light could turn green and you could be holding up a line.

For people to use their phone less there was a bluetooth, a hands free thing and air play which all 3 limit the use of the phone where you can just talk. It still is not safe but it is not as bad as using your actual phone. Instead of holding the phone to your ear you just speak, call whoever and you don't have to touch your phone. It is easier to just wait to text or use your phone than to rather take your life. For Iphone users apple company made a do not disturb to mute the notifications, which is when you won't receive any notifications until you turn that mode off. There is also a driving mode you can turn on to send a message to a person who texts or calls you saying that you are driving and they won't see their message until they stop driving and check it.

People shouldn't be able to use their phones while driving because of how many crashes there have been yearly and in the past. If you end up using your phone remember there are different modes like the hands free, bluetooth, or airplay. There are a lot of effects that could leave u dead, with PTSD, depression and many other things. You can use the do not disturb as stated, the driving message mode where it sends a message. The laws should be changed on how phones shouldn't be used and they should make it more serious.",1
"Texting and driving puts innocent lives at risk every day, Higher risk than drunk drivers. However, some people feel that creating a law against phone usage is violating personal rights. Others feel that banning someone from using their cell phones is equivalent to telling someone that they can't adjust their radio or talk to someone else in their car. However, using a phone, whether talking or texting, while driving can be dangerous to your family or friends in the car including you and the people of your surroundings. All of the damage you could cause and all that has been caused in the past can and still could be avoided by simply pulling over. There are so many places to stop over and relax while you drink something and respond to the text where it is safe. If everyone turned their phone off before getting in the car, then there would be no worries about feeling the urge or need to pick up the phone and risk lifes. Research shows that while on the phone, crash risk quadruples.

Well-enforced traffic laws have been a highly effective countermeasure for reducing risky driving behaviors and the associated crashes, deaths, and injuries. However, it is not clear that laws limiting drivers' cellphone use are having the same beneficial effects. The research on the effects of driver cellphone and texting bans found mixed results. Even though the law has passed people are still going to text and drive but it helped a little and scared a few younger people being a law.",1
"Do you use a cell phone when you drive ? I know people use their cell phones for just about everything. But unfortunately people are choosing to use their cell phones at the wrong time, while they are driving which is very dangerous not only to themselves but others on the road as well. I personally don't think phones should be used while driving do you ?.

Cell phones are used in our daily life in this day and age, but sometimes it could be dangerous for us to use them like while driving. Using a cellphone while driving is dangerous not only for the driver but everyone out there on the road as well. When driving with a cell phone it is sometimes hard to focus on the road which is putting your life and others life at risk. Everyday people die in car accidents because they made the choice to use a cellphone while driving.

According to research cell phones are the main cause of accidents, and studies show that using a cell phone while driving puts drivers at a four time greater risk of a car accident.

There are people that believe that having a cell phone while driving is ok, because they believe that sending a text message only takes your eyes off the road for a few seconds, but what they do not know is that in those few seconds something terrible could happen. When a cell phone is used you don't think about your surroundings and how it may affect others around you that's how it is when driving and using a cell phone. The number one cause of car accidents just so happen to be distracted driving. Also increases the number of deaths per year.

In conclusion cell phones should not be used while driving, sending a quick text message or checking your phone is not worth losing your life or someone else's. I believe that doing so would be inconsiderate of other drivers and also pedestrians as well. Also it is illegal in many states. There are other ways than a cell phone to communicate that are less dangerous for example a bluetooth earpiece. But don't use the phone for the safety of yourself and others.",1
"Today, the majority of humans own and operate cell phones on a daily basis.

In essay form, explain if drivers should or should not be able to use cell phones in any capacity while operating a vehicle.

Quality essays will consist of an introduction, thesis statement, distinct body paragraphs, smooth transitions and a sound conclusion.

Adhere to the standards of formal English - free of grammar and mechanical errors (proofread well).

Finally, be certain that the writing is entirely your own words.

Introduction:

Hook: cell phones are dangerous

Topic Sentence: I believe cell phones should not be used while operating a vehicle

Thesis Statement: Using a cellphone while driving can lead to an accident, ticket, and going to jail.

Ending the paragraph: Drivers should drive more safely to avoid themselves and others from getting hurt.

1st paragraph

Topic Sentence: If drivers stop using a cell phone while operating a vehicle, there would be less accidents.

Point: Accidents can cause incident people to die, get injured, and cars to be totaled.

Example: For instance, last year one of my friends got into an accident because she was on her cellphone texting her friend. She ran into the back of another vehicle and damage the front of her car. The person's car she hit, suffered back injuries from the accident. Also, my friend's car ended up totaled.

Explain: Drivers can prevent having an accident using cellphones while driving, by paying attention to the road and waiting to use their cellphones. These are two ways drivers can be safe and prevent accidents.

2nd Paragraph

Topic Sentence: Secondly, drivers can receive a ticket for using a cellphone while operating a vehicle.

Point: drivers need to be more cautious of the consequences they can receive using a cellphone while operating a vehicle.

Example: The consequences you can receive using a cellphone, while operating a vehicle is a ticket, the driver's vehicle could get towed, and possibly time in jail.

Explain: These consequences can be very costly. The driver could end up paying over $1,000 dollars in fees. The driver would have to pay their ticket they received. Also, they might have to pay a lawyer if they license get suspended. Next, the driver will have to pay the fee When the driver attends court they might have to pay fees over $1,000 dollars.

If you receive the consequence of ticket you got to go to court. If you receive the consequence of your car getting towed you will have to go up to the tow shop and come out of pocket to pay to get your car out. If you receive the consequence of going to jail you will be wasting your freedom, when you can be in the world doing something else productive.

3rd Paragraph:

Point: driver need to drive with cautions of others and they self.

Example: When people drive with cautions driving is so much better, because people would be so scared to get one of those consequences that they will stay off they cellphones until they make it to their disination.

Explain: cellphones distract people when they driving, because people are quick to check they phone instead of the road. Its very easy to get distracted from driving and that one of the biggest distraction while driving. People don't understand that you don't have to check your phone every time it rings or ding. Everything will be just great with this no cellphone hand free law.

4th Paragraph:

Point: Drivers need to be more safe while driving with a cellphone.

Example: Driver that drive with a cellphone get distracted on what is really going in front of them. Drivers text and make videos when they driving. When people drive with a cellphone they the get distracted from the alerts they get from people,but its because we gotta get use to the new law.

Explain: The hands free law is to avoid people from being on they cellphones while operating a vehicle. The law got approve because a lot of people got into accidents for being on there cellphones while operating a vehicle. I am kind of happy the approved this law because people in Georgia do not know how to drive.

5th Paragraph

Reintroduce Thesis Statement: Using a cellphone while driving can lead to an accident, ticket, and going to jail.

Closing: Once people realize that the police are not about to play about this hands free law, that when they going to stop. i still see people on they phones and not pay attention to the road because they on there phones.",1
"Phones and Driving

In today's society phones are heavily used and relied on. The use of phones while operating a vehicle can result in minor to major injuries or a fatal life taking crash. In the year 2017, there was a little more than 3,000 people that died due to the use of phones while driving. It is indicated that phones may be an effective way of communicating, using cell phones while occupying a car results in the attention of driver decreasing and road safety concerns increase. A large percentage of fatal crashes involved cell phones. This essay will be informing you of why you shouldn't use or have a phone in your hand while driving.

First and foremost, using a cell phone while operating a vehicle can affect the passengers and other drivers surrounding them.

When a driver gets distracted it slows down their reaction rate by 37% which is more than being drunk and driving or being high on cannabis and driving. According to the website, https://www. dailymail. co. uk/news/article-2652015/Texting-driving-slows-reaction-times-drink-drugs. html when your driving with a phone in your hand it becomes more of a priority to see what is happening in the world right now or to see what people are posting and who texted them. Technology has become the world's best friend but also the world's worst enemy, technology itself has many trials and errors that have caused worldwide outbreaks of hacking or leaked information.

In addition, the technology used in cars today is well advanced and continues to improve. In today's cars, technologies such as bluetooth help improve a person's ability to drive. Bluetooth is a setting that can decrease the use of phones while driving. Bluetooth is a hand's free setting which allows you to control the majority of your apps on your phone from your car. Furthermore, the advancement of Smart Technology on one of the most used devices, our phones, have also helped drivers become more safe. According to, https://www. frayneaccidentinjurylaw. com/blog/prevent-car-accidents-tech/ engineers have come up with auto- braking, rear cameras, etc. The use of this technology in a car is crucial because it gives you another sense you never knew you needed.

Undoubtedly, others may say that phones do not distract them and that they can multi- task. Over a million crashes have happened in almost a year. According to https://www. teendriversource. org/teen-crash-risks-prevention/distracted-driving/cell-phones Texting while driving and other cell phone use while driving facts and statistics show that this multitasking behind the wheel is becoming a life-threatening norm. Even if you believe that you are focused and you're not distracted, science could prove otherwise. It takes the brain at least 20 minutes to get back on track for you to be able to focus. You don't have 20 minutes while your driving to focus on the road, it only takes 1 minute to cause a crash, imagine what could happen in 20. No matter how focused you think you are your not. Every couple of minutes a car crash has happened do to a distracted driver texting on their phone.

In conclusion, texting and driving should not be allowed anywhere in the world, phones itself should not be allowed while operating any kind of vehicle. Although people break this law everyday they don't think about the risks of what can happen to them or others around them. Other drivers on the road notice of drivers on their phones whether they want to or not because of the dangers that are created.

Paige 3",1
"In this generation everyone has a phone. I got my first phone when I was in 8th grade and since then I've just been on it probably 24/7.

When I got old enough my parents were really scared in letting me drive because they really thought I was going to text and drive. And the only fault that I could point to is this generation. There are 1.6 million crashes each year. Nearly 390,000 injuries occur each year from accidents caused by texting while driving. 1 out of every 4 car accidents in the United States is caused by texting and driving. I promise you if you go outside right now you will see at least one out of every 2 cars texting and driving. Teenagers just think it's cool until sadly they learn the hard way.

To start everything, I just would like to say that I do not agree with texting and driving. Teenagers driving and texting literally, leads to nothing good. With us being teenage drivers, we are automatically easily distracted. Now imagine how our bodies react when we hear that ""ding"" that we get a message from a boyfriend / girlfriend. Your body just reacts in a way I can't describe and it's like you HAVE to answer. Then with you answering you get distracted and that means you're not paying attention to the road and/or your surroundings. And the rest isn't anything pretty to talk about.

What happens next isn't anything pretty to talk about. Like I said in my first paragraph nearly 390,000 injuries occur each year from accidents caused from texting and driving. I've personally witness several accidents on my way to work. Some are worse than others but still, regardless of how ""big or small"" the accident is, ITS still an accident. Then in that spilt second you think to yourself and ask if that text was really truly worth it. There's a quote that I always remember when it comes to texting and driving, "" it can wait"" think about it , what would of happened if you did wait to text back? Maybe there would have been no accident, I guess no one will ever know because YOU chose to answer that text.

My final thought in this essay, is my personal experience. One day I was coming home from work and I was texting my girlfriend and I blinked and within that second I got into a car accident. I've never felt my heart beat that fast before, I was extremely scared in thinking if he was okay and if I was going to get my butt whooped. My other experience is my 3 friends who passed away last year. They were speeding along with some texting and sadly they all passed away. it was a very tragic year, leaning to live without them. And that's why I got all 3 of them tattooed on me. A reminder that im not suppose to text and drive.

That will conclude my essay but like I said , I DO NOT support texting and driving. Even blasting music and driving. Some people just don't understand that driving is not a game. Its something serious and with your actions you can ether kill someone or prevent from killing someone.",1
"Phones and Driving

Every year many people around the world are dying because of cell phone use while driving. Instead of keeping their eyes on the road, people keep their eyes on the phone. This leads to crashes, death, and injuries. While cell phone use can be beneficial in times of emergency or while using G.P.S, cell phones should not be used while driving.

First, using phones while driving can lead to crashing. You can either crash into a sign or into somebodies' car. This leads to paying somebody money to fix your car or paying for someone else's car because you hit them. Also your license can get suspended. This all happened because you were on your phone not paying attention to the road.

Next, unfortunately people who get into crashes don't always make it. When you're on your phone while you're driving and you get into a crash not only can you die but you can kill somebody else. Basically, because your being irresponsible you can cause somebody to die. Is it really worth killing somebody because you want to use your cellular device while driving. This is another reason phones shouldn't be used while driving.

Finally, phones shouldn't be used while driving because if you crash and you don't die you cause injuries for life for your victim or you. Although, people sometimes use phones for G.P.S some cars are built for that. Even phone calls. If you want call somebody hook your phone up to Bluetooth before driving. This is another reason why phones shouldn't be used while driving.

So in conclusion, phones should not be used while driving. This is because of crashes, injuries, and possibly death. This is just irresponsible behavior that's leading to problems for people. Especially when there are so many ways to prevent the situation. Do you believe phones should be used while driving?",1
"Texting While Driving While there are many causes of deaths in the United States, a huge epidemic that concerns officials more and more is the amount of deaths occurring because of texting while driving. Texting and driving can kill in split second just the amount of time it takes to send a ""quick"" text message. Texting and driving is known to the world as one of the most dangerous things to do while on the road. Not only is it dangerous to the person driving, but also much more dangerous to the people and cars surrounding that particular individual.

According to many people texting and driving is similar if not identical to that of drunk driving. For example texting and driving physically and mentally impairs you to drive straight down a road, without causing a danger to people. As a whole population, we need to stop the use of texting and driving whether it's putting laws in place or designing a program that shuts off the use of texting the moment you step foot in the car.

The effects of texting while driving also can cause extremely hazardous driving conditions that compromise the safety of the driver and their passengers along with other drivers sharing the roads and highways. Because texting requires at least one hand on the device and the driver's eyes away from the road, the focus of the driver is not fully devoted to controlling the vehicle. This often leads to lane deviation that could possibly result in potentially dangerous situations.

Texting while driving puts many driver's lives in danger daily. Multiple people feel that staying connected to the outside world is more important than focusing on the road ahead, although it isn't. It can harm others on the road who are doing nothing other than trying to make it to their destination safely. If people would open their eyes to the dangers of texting while driving, less car accidents would take place every year and the roads would be much safer. Distracted drivers need to know the position they put others in as well as themselves. While behind the wheel, drivers should never direct their attention to their cell phone and should always keep their eyes on the road.",1
"Because it's a common activity for most people, sending a text doesn't seem dangerous. However, when you're doing it behind the wheel, there are a ton of other factors at play. Driving is a privilege because of the inherent risk and responsibility we all need to assume out on the road. When you choose to text and drive, you're threatening every single driver around you and placing more value on that text message than yourself and your fellow drivers.

It can be hard to grasp the dangers of texting and driving, but once you know the facts, this hazardous habit starts to become a reality. When you're engulfed in a texting conversation, it's easy to forget you're sharing the road with other people. In just the 5 seconds it takes to send or read a short text message, you've already zoomed past the length of a football field with minimal attention on the road ahead. Would you want a family member or friend to be on the road with someone so oblivious to the traffic around them? Remember, every time you get behind the wheel, you're entering a shared experience with mothers, fathers, friends, and children.

No driver wants to think about being responsible for a traffic accident that takes his or her own life or the lives of other motorists or pedestrians. Nevertheless, most drivers still use their cell phones while operating their vehicle. While taking a phone call is dangerous enough, the advent of text messaging made cell phones even more incompatible with driving a car. Reading or sending a text or email takes both eyes off of the road, your mind off the task of driving, and sometimes both hands off the wheel.

When you're behind the wheel, you should always be considerate of other drivers and remember you're putting your life at risk while texting and driving.

Transporting other human beings in your vehicle is a tremendous responsibility, on that many young drivers take lightly. Sending or reading a text message while driving puts your passengers' lives at a significantly higher risk of being involved in an accident while riding in your vehicle. Could you live with the knowledge that your decision to pick up your phone while operating a vehicle caused someone to suffer a life-altering injury or be killed?

While driving, you should always be focused on getting from point A to point B. Having any kind of mobile device in your hand while driving puts your life at a major risk. Once driver takes his or her eyes off the road to read a text message, suddenly the driver's life is changed by a horrific accident. People should definitely reconsider before pulling out their phones while on the road. Dr",1
"No Cell Phone Use While Driving

While driving down the road in her car, Jirah's cell phone rings, but she tries to not pay attention to the phone. Later, her phone lights up for a text message. She thinks that this could be important, so she checks the message. CRASH! Next thing she knows, she is waking up in a hospital,with her family and friends trying to tell her she was in a car accident. She tells her family and friends what happened for her to crash. She was texting and driving. ""The National Safety Council reports that cell phone use while driving leads to 1.6 million crashes each year"" (Texting and Driving Accident Statistics - Distracted Driving). Based on this information, a lot of people have crashed their cars and been hurt or lost their lives to cell phone use while driving. Using cell phones while driving puts the driver and others at risk, and there should be no cell phone use (texting or talking) while driving because it can cause wrecks and even death.

First, texting while driving is dangerous because it distracts the person driving which can cause an accident. When a person is using a cellphone while driving, the focus is on the text message and not on the road. Drivers need to be focused on just driving. Texting is very popular today, especially with people my age, and texting while driving has become really easy to do.

This affects my generation the most because, according to the article on ""Texting and Driving Accidents Statistics-Distracted Driving"", ""nearly 390,000 injuries occur each year from accidents caused by texting while driving""; teen brains, like mine, are trained to quickly pick up their phone when they hear a notification (Texting and Driving Accident Statistics - Distracted Driving). When teens get text messages or calls from their partners or friends, they become more worried about that notification, and it seems that they sometimes forget they are driving. Cellphones can be like the devil.

The person is constantly tempted to use the cellphone at the wrong time and can become attached to it, which causes a lot of danger.

Talking on the cell phone while driving is also dangerous because it distracts the driver, too. Whether it is bluetooth or holding the phone in your hand, this distraction causes car accidents which can cause death of the driver and others. According to the TeenSafe article, ""it takes only 3 seconds after a driver's attention has been diverted from the road for a crash to occur"" (100 Distracted Driving Facts & Statistics for 2018). That being said, no matter how careful one thinks they are being, one moment of being distracted can change a person's life. When driving distracted by your cell phone, you can get into arguments with someone on the phone or can get horrible news that can cause you to lose focus on the road. This loss of focus can easily cause terrible injuries or even deaths. A lot of people have lost their lives because of their decision to talk or text on phones while driving.

To sum it all up, one should not drive and use their cell phone due to how dangerous it is. Driving distracted by a cell phone can cause car accidents with terrible injuries and even death.

Distracted driving is dangerous to everyone, especially teens. According to an article on distracted driving, ""driver distraction is reported to be responsible for more than 58% of teen crashes"" (100 Distracted Driving Facts & Statistics for 2018). Adults and teens put themselves and others at risk when they make the selfish decision to use their phones and drive. As studies continue to show, use of cellphones while driving isn't safe and causes harm and death to many people in our country. We can all do our part and put the cell phone away while driving. The life you save may be your own. Stay safe and make good choices. Do not lose your life over your cell phone.

Work Cited Page

""Texting and Driving Accident Statistics - Distracted Driving."" Edgarsnyder. com. N.p., n. d. Web. 02 May 2020.

Teendriveadmin. ""100 Distracted Driving Facts & Statistics for 2018."" TeenSafe. N.p., 26 Dec. 2018. Web. 02 May 2020.",1
"Much like the strike of a cobra, cellphones seemingly hit and instantly impacted the world. Their prevalence in today's society is undeniable and has become one of the world's most widespread tools. Their knack-like size employs their use at almost all times, allowing their beholder to multitask while using the device. This one small trait is the very essence of people's disagreement with them. Many people stand against using cellphones and driving as this creates a problem for all drivers near and far. Cellphones should not be used while driving if you wish to be able to use it again.

The age of cellphones started, what seems like, yesterday and they had already grabbed the public's eye. They allowed people to stay in touch even when the ones they wish to touch aren't near by. This very reason is what created the epidemic and addiction to cellphone, connection. The connection across all boundaries is what's gotten so many people glued to their cellphones. People nowadays can't go 10 minutes without checking their phones. Almost everywhere you go, phones-phones-phones, their everywhere, in people's hands, to people's ears, in their pockets, their unavoidable. It's even gone so far that many professionals have begun questioning if cellphone addiction is real.

Another major part of the problem is teenagers. As teenagers began to transition into the real world, some the first things they get are cellphones and their driver's license. The phone almost always becomes an attachment. Along with the freedom to drive, this creates problematic gaps in society. Many teens are not the most focused individuals. They are often guided by impulse rather than intellect, and the simple beep of a text message is just the right impulse. A simple ""L.O.L."" is all it takes to ruin their young lives. A few short words could potentially take the premature life of someone all because there hasn't been any real steps taken to not allow this.

In conclusion, cellphones' grasps on the world is one that is hard to deny or shake. Many individuals have even become addicted to their devices. This addiction has caused a grave number of problems for the world such as accidents, car wrecks and even death in some cases. These tragedies have heavily impacted our youth as they are some of the most at risk an afflicted. These young people are our next generation and we should try our best to protect and guide their lives to the greatness they can achieve. Therefore, cellphones should not be used while driving.",1
"Use cellphone and driving

In 2018 there were 1.6 million crashes annually from cellphones and driving. Cellphones are the lead factor that's caused accidents. Many accidents come from teens using their phones while driving. For an example they can create dangerous, and hazardous situations like a collision or an accident .For this reason cellphones should not be used while driving.

One reason why using phones and driving because when bad accidents takes instance people or teens lives.

they are also ruining people life like making people can't walk again, forget how to do things like walk, and, eat. Lots of people diening because of these cellphones calls or messages.

your cellphone can wait until you get to the place to see what the notification is. Caused too many car crashes to happen.

when teens phone are in the car and they get a notification. Teens are so anxious to see calls or sent a text.

Therefore, they should ban the cellphones completely while driving for the safety of everyone. When teens try to do two things at once. Multitask caused its them to have an accident quicker than a regular accident. Whatever the emergency, always wait until they stop or get to their destination.

My answer for teens is tempted to text and drive therefore they should not use cellphones while driving. Or have a phone in their surroundings. Banning cellphones while driving is for the safety of everyone. If so we wouldn't lose as many teenagers lives to tweets, texts and phone calls.",1
"Just Put It Down!

I wondered if anyone ever thinks that cell phones would become a way of life. I wondered if anyone has ever been told that talking or texting on a cell phone while driving could be your last call or text to anyone. Cell phones are our way to communicate. Without cell phones we don't feel important. Cell phones and driving allows people to show off to their friends while driving.

If a cell phone can easily distract a person while driving than why are they in such big demand?

Cell phones and driving just don't go hand and hand. If you turn on the television there is somebody talking about the best cell phone company in America. Telephone companies should have some responsibility when it comes down to texting and driving. The telephone companies have commercials that make a person feel like they have to have the latest phone, with the latest techniques, and the best 5G plan. If people would just sit back and look at how my grandma said she wrote and visited family members growing up in the country. Do you know how far a country mile is from my house? A country mile is a long way. It would take me at least an hour to get from my house to my grandma's house in Columbus, Georgia. If I wanted to go to my grandma's house in Albany, Georgia I would be walking for at least two days or longer to get where I am going.

If cell phones are so great why anyone hasn't came up with a device to turn the cell phone off automatically when driving. Now that would be technology in the making! If telephone companies and car manufactures could come up with a smart car that would be something to drive. Just imagine riding down the road and you have to call your friend to let him know you just saw his girl riding wither mom in the car right next to him. All of a certain the cell phone goes completely dead when you try to text or make a phone call. There is no sound and no light on your cell phone. Technology would be great if that would happen while someone is driving and texting or talking on the cell phone, the phone goes completely dead.

2020 has proven to be one of those years we'll never forget. The texting and cell phone law went into affect in2019 and I still see people driving and talking. The law is supposed to punish those people holding a hand device like a phone in their hands while driving.

It's funny, the same people who are enforcing the law the police are the one's driving and holding a held hand device in their hands while on duty. Well, I see the police are the ones breaking the law by holding a hand held device while driving. . So, who is supposed to enforce the law that we cannot have any mobile device in our hands while driving if the policies breaking the law as well? I guess that is left up to anyone who wants to follow the law. People are dying each and every day from texting and driving. It's simple, just drive and talk later. I know people are going to say, ""I'm letting my friend know I am on the way."" Didn't you just call your friend to let them know you are on the way before you left the house? I feel that laws are made for a reason and they should not be broken by anyone. If no one is following the law than why do we have a law?

It would be so simple to just put the phone down and drive. Simple to just put the hand held devices down and drive in order to save lives. JUST PUT IT DOWN!",1
"SHOULD PEOPLE DRIVE WITH THEIR CELLPHONE OR NOT?

We all love our phones now a days and basically ever since they were invented. Everyone has one or wants one or the newest latest one .Ever since they were invented in 1700s people have taken the full advantage of the telephone presidents and war sargents used them to win battles and etc. Now the phone has evolved from tube looking phones to brick phones to flip phones to iphones and to smartphones. With all the new technology and apps like facetime snapchat3 games music social media there's almost no way anyone could ever put their phones down. But according to statistics in 2013 about 3,154 people died in accidents 424,000 were injured. In 2013, 10% of all drivers ages 15 to 19 involved in fatal accidents were reported to be distracted at the time of the crash.

So the question stands do we need to drive while on your cellphone? With all the crashes maybe we should drive without our phones but with the increments in technology we mind as well just use them cars are able to call people just like phones, so if you can call people in your car and be distracted anyways when your calling whom ever. There putting almost smartphones in the car so you can most defiantly be distracted with that. The fact that they are and already are making cars able to drive by themselves is anther reason that is very distracting just as in Tulsa the electrically powered car has pilot mode so it drives itself. So many people have been distracted from the road and driving because the car can drive itself even though the car can drive itself you still need to pay attention to the road.

I do understand that you don't need to be looking down when driving and I do understand that phones are distracting. So you picking up a cellphone and calling someone can be distracting. Also like I said in another essay I did there is a responsibility factor to firstly own a car and secondly to even own a phone. It might seem like it is not a responsibility owning a phone but it is when you own a phone you have personal information in it. If you were lose your phone and have never put a password or security code on it you can lose your information to whoever has your phone could be a hacker could be a random thieve.

So really my answer is that it really depends on your responsibility level if you can't stay off your phone and it's life then you need to let someone drive but if you can be responsible while driving then I'd say you should us your phone responsibly. Cause if you drive irresponsibly you should have your phone.",1
"Texting and Driving

Cellphone is the most used technology in everyone's everyday life wherever they go they have to bring their cellphones. Phones was a great invention that it helps people communicate anywhere and call anyone anywhere which is a good technology that can help people in everyday life. But Phones are the reason a lot of teens get into car accidents and can cause people's lives.

Texting and driving is one of the causes of car crashes this recent years, where the driver gets distracted and not paying attention to the road ahead of them. One of the articles I've looked up stated that ""Studies show that approximately 660,000 drivers attempt to use their cell phones while driving every day. While this number includes people who are texting, it also includes people who are checking their email, making, receiving or checking phone calls and using mobile apps"" (""Texting While Driving""). This shows that a lot of people who are driving text and can endanger their lives and other peoples. As most people think that a lot of car accidents are caused by drunk people or people speeding the article ""The Real Reason You Shouldn't Text While Driving"" stated that

""The most frequent driver mistake is ""recognition error,"" which encompasses ""driver's inattention, internal and external distractions, and inadequate surveillance."" In other words, most crashes are not caused by flagrantly intoxicated people, nor that aggressive driver who will do whatever it takes to get to their destination one minute earlier. Most crashes are caused by people like you and me who think they can pay attention to the road and do something else at the same time."" this shows that texting and driving is out of control and is dangerous for everyone who drive and text even though people know how dangerous it is, they still do it thats why states decided to ban texting and driving to stop people from texting while driving and stopping them from doing it.

In conclusion that people should take the law about texting while driving to stop the car accidents so they are less deaths and injuries due to texting while driving.

Works Cited

Holzwarth, Aline. ""The Real Reason You Shouldn't Text While Driving."" Behavioral Scientist, 4 Apr. 2018, behavioralscientist. org/the-real-reason-you-shouldnt-text-while-driving/.

""Texting While Driving."" Hg. org, 15 Aug. 2019, www. hg. org/legal-articles/texting-while-driving -40319.",1
